id,name,host_id,host_name,neighbourhood_group,neighbourhood,seattle_region,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53879356,Rental unit in Seattle · ★4.84 · 1 bedroom · 2 beds · 1 bath,435051427,Beau,Other neighborhoods,Greenwood,north,47.68738,-122.35656,Entire home/apt,126,1,51,6/12/2023,2.89,1,106,38,STR-OPLI-21-001361
7.22E+17,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 1 bath,16244132,Isabella,Ballard,Whittier Heights,north,47.68365,-122.37411,Entire home/apt,161,2,8,6/15/2023,1.27,1,11,8,STR-OPLI-22-001567
8.26E+17,Guesthouse in Seattle · Studio · 1 bed · 1 bath,368927611,Connor,Northgate,Haller Lake,north,47.73042,-122.34345,Entire home/apt,74,30,0,,,2,302,0,
16815738,Guest suite in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 private bath,111860199,Wendy,Other neighborhoods,Green Lake,north,47.68179,-122.32406,Private room,42,4,149,6/6/2023,1.96,1,18,44,
36075411,Home in Seattle · 1 bedroom · 1 bed · 1 bath,112448661,Vacasa Seattle,Ballard,Sunset Hill,north,47.68998,-122.39726,Entire home/apt,153,30,0,,,3,364,0,STR-OPLI-19-003385
9.05E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,5215312,Caroline,West Seattle,Fairmount Park,west,47.54722893,-122.3861594,Private room,85,1,0,,,1,137,0,STR-OPLI-23-000774
48933171,Guest suite in Seattle · ★4.77 · 2 bedrooms · 3 beds · 1 bath,6726676,Morgan,Other neighborhoods,View Ridge,north,47.69212,-122.27401,Entire home/apt,174,1,56,6/21/2023,2.32,1,57,32,STR-OPLI-21-000334
45277609,Rental unit in Seattle · ★4.66 · 1 bedroom · 1 bed · 1 bath,54812088,Seattle Vacation Home,Central Area,Mann,central,47.62075,-122.297,Entire home/apt,146,1,32,5/29/2023,1.38,49,213,11,STR-OPLI-19-002946
38801315,Guest suite in Seattle · ★4.98 · 1 bedroom · 3 beds · 1 bath,11855897,Merrily,Other neighborhoods,Greenwood,north,47.6864,-122.36039,Entire home/apt,116,1,112,6/23/2023,2.47,1,186,44,STR-OPLI-19-001342
5.75E+17,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1 bath,446539146,Vacasa Washington,Lake City,Cedar Park,north,47.73245,-122.29144,Entire home/apt,173,1,7,12/19/2022,0.46,21,364,1,STR-OPLI-21-000346
15776053,Rental unit in Seattle · ★4.94 · 1 bedroom · 2 beds · 1 bath,102032024,Karl,Queen Anne,West Queen Anne,central,47.63781,-122.3727,Entire home/apt,171,2,380,6/23/2023,4.7,1,32,16,STR-OPLI-19-000477
7.45E+17,Home in Seattle · ★4.75 · 2 bedrooms · 2 beds · 1 bath,97867724,Penny,Other neighborhoods,Greenwood,north,47.68688,-122.35999,Entire home/apt,228,1,16,5/22/2023,2.09,1,342,16,STR-OPLI-22-001388
17094436,Guest suite in Seattle · ★4.99 · 1 bedroom · 1 bed · 1 bath,58273695,Blythe,Lake City,Matthews Beach,north,47.71043,-122.28252,Entire home/apt,120,2,246,6/15/2023,3.2,1,100,44,STR-OPLI-19-001410
35162444,Home in Seattle · ★4.67 · 2 bedrooms · 2 beds · 1 shared bath,862329,Prez & 'Keia,Rainier Valley,Brighton,south,47.54465,-122.28459,Private room,61,30,3,8/7/2022,0.06,1,316,2,
53344239,Rental unit in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,371908425,Glenn,Northgate,North College Park,north,47.69235537,-122.3317162,Entire home/apt,120,2,16,6/20/2023,2.94,1,36,16,STR-OPLI-23-000010
5.69E+17,Condo in Seattle · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,north,47.6629,-122.30456,Entire home/apt,144,2,1,5/21/2023,0.83,118,298,1,STR-OPLI-19-002641
14915363,Home in Seattle · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,91502675,Sampa,Lake City,Matthews Beach,north,47.70285,-122.29001,Private room,61,3,31,6/20/2023,0.38,2,102,6,
24715983,Guest suite in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,3520661,Lisa,Rainier Valley,Rainier Beach,south,47.50891,-122.25521,Entire home/apt,95,3,67,6/19/2023,1.09,1,50,13,STR-OPLI-22-001669
37935442,Guest suite in Seattle · ★4.96 · Studio · 1 bed · 1 bath,13700761,Mariana,Capitol Hill,Stevens,central,47.62354,-122.30091,Entire home/apt,101,1,276,6/23/2023,5.94,1,35,80,STR-OPLI-19-001917
19699462,Guest suite in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,22027933,Kathryn And Tom,Capitol Hill,Montlake,central,47.63711,-122.30618,Entire home/apt,75,1,707,6/22/2023,9.79,1,228,131,STR-OPLI-19-000800
8.80E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 shared bath,160949668,Richard,Other neighborhoods,Greenwood,north,47.70246,-122.34523,Private room,46,2,2,5/20/2023,1.62,5,76,2,
461234,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,1870781,Diana,Ballard,Whittier Heights,north,47.68444,-122.37338,Entire home/apt,99,4,357,6/4/2023,2.66,1,280,23,STR-OPLI-19-003175
32611866,Guest suite in Seattle · ★4.93 · 2 bedrooms · 2 beds · 1 bath,50412282,Kelly & Will,Ballard,Whittier Heights,north,47.6822,-122.37623,Entire home/apt,213,2,162,6/16/2023,3.3,2,323,45,STR-OPLI-19-001976
22867908,Home in Seattle · ★4.88 · 1 bedroom · 2 beds · 1 bath,11984475,Ariana,Other neighborhoods,Wedgwood,north,47.68503,-122.29601,Entire home/apt,103,2,44,5/21/2023,0.68,1,40,12,STR-OPLI-19-002830
36444242,Townhouse in Seattle · ★4.95 · 3 bedrooms · 3 beds · 2.5 baths,274006405,Kerri,West Seattle,Alki,west,47.57882,-122.40929,Entire home/apt,307,2,270,6/17/2023,5.77,1,113,66,STR-OPLI-19-000713
7.70E+17,Home in Seattle · ★4.82 · 3 bedrooms · 3 beds · 2 baths,398317720,Joanne,Other neighborhoods,Windermere,north,47.67359,-122.26716,Entire home/apt,220,1,11,6/18/2023,2.95,53,153,11,STR-OPLI-22-001893
20820051,Guesthouse in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,123971010,Tim & Sunny,West Seattle,Seaview,west,47.55871,-122.39746,Entire home/apt,75,30,65,6/15/2023,0.97,1,236,2,STR-OPLI-19-003195
7.26E+17,Home in Seattle · ★4.75 · 2 bedrooms · 3 beds · 1 bath,104834083,Vacasa Washington,Other neighborhoods,Crown Hill,north,47.69149,-122.36828,Entire home/apt,178,1,8,1/22/2023,1.01,52,364,8,STR-OPLI-22-001445
44135289,Townhouse in Seattle · ★4.96 · 3 bedrooms · 5 beds · 2.5 baths,5554259,Jonathan,West Seattle,Alki,west,47.56998,-122.40769,Entire home/apt,384,2,67,6/12/2023,2.39,1,61,26,STR-OPLI-20-001217
6.75E+17,Guest suite in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,372142424,Rubyat,Ballard,Loyal Heights,north,47.6894,-122.38872,Entire home/apt,93,2,34,6/18/2023,4.32,1,10,34,STR-OPLI-22-001698
8.11E+17,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,28621343,Jane,Other neighborhoods,Phinney Ridge,north,47.66942666,-122.3574781,Private room,69,1,7,6/9/2023,1.93,2,16,7,
51435839,Home in Seattle · ★4.50 · 3 bedrooms · 3 beds · 1 bath,416581683,Shelley,Other neighborhoods,Bitter Lake,north,47.7222958,-122.3502333,Entire home/apt,160,1,8,6/15/2023,3.04,2,172,8,STR-OPLI-22-001073
7.73E+17,Home in Seattle · 3 bedrooms · 3 beds · 2.5 baths,407735842,Jian,Northgate,Pinehurst,north,47.71949,-122.313,Entire home/apt,268,30,0,,,8,23,0,
20501756,Home in Seattle · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,4957019,Cynthia,Ballard,West Woodland,north,47.66987,-122.36163,Private room,80,4,12,10/22/2022,0.17,1,184,6,
15624292,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,84891625,Lisa Yoga,Other neighborhoods,Greenwood,north,47.69799,-122.3483,Private room,65,30,4,7/29/2017,0.05,3,173,0,
52708294,Home in Seattle · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,123468144,Wish,Rainier Valley,Rainier Beach,south,47.51270676,-122.2713013,Private room,49,1,19,4/30/2023,1.28,17,229,16,
28956135,Home in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,35964620,Stacey,Central Area,Minor,central,47.61661,-122.30508,Entire home/apt,150,5,46,6/9/2023,0.8,1,63,9,STR-OPLI-20-000784
23237667,Guest suite in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 bath,36631556,Carmen,Capitol Hill,Stevens,central,47.62616,-122.29617,Entire home/apt,114,2,237,6/20/2023,3.67,1,205,46,STR-OPLI-19-002138
24410427,Guesthouse in Seattle · ★4.85 · 2 bedrooms · 2 beds · 1 bath,69592020,Katharine,Other neighborhoods,Bitter Lake,north,47.73334,-122.35163,Entire home/apt,176,7,95,4/21/2023,1.63,1,311,7,STR-OPLI-19-000122
6852960,Loft in Seattle · ★4.54 · 1 bedroom · 1 bed · 1 bath,35909495,Lawrence,Central Area,Minor,central,47.61601,-122.30657,Entire home/apt,125,2,146,6/17/2023,1.5,1,270,23,STR-OPLI-19-002710
53120448,Home in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,11640857,Kristi,Other neighborhoods,Greenwood,north,47.68729,-122.34764,Entire home/apt,146,30,7,5/15/2023,0.38,2,117,5,
36033478,Townhouse in Seattle · ★4.80 · 2 bedrooms · 4 beds · 2 baths,54812088,Seattle Vacation Home,Capitol Hill,Stevens,central,47.61976,-122.30253,Entire home/apt,240,30,122,6/19/2023,2.6,49,204,41,STR-OPLI-19-002935
27820717,Home in Seattle · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,13701143,Ali,Delridge,Highland Park,west,47.53199,-122.35427,Private room,40,1,33,4/14/2023,0.56,16,256,4,
6.61E+17,Home in Seattle · ★4.0 · 2 bedrooms · 2 beds · 1 bath,92975825,Pano,Ballard,Whittier Heights,north,47.68765175,-122.3683063,Entire home/apt,185,30,4,8/14/2022,0.34,1,365,4,Exempt
8.02E+17,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,87628993,Kunaal,Northgate,North College Park,north,47.70282,-122.34138,Private room,67,30,1,6/9/2023,1,18,78,1,
7.35E+17,Guesthouse in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,69418856,Sarah,Queen Anne,West Queen Anne,central,47.6336288,-122.3705057,Entire home/apt,228,1,18,6/8/2023,3.8,3,213,18,STR-OPLI-22-001577
46509653,Home in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,178727973,Tanesha,Beacon Hill,South Beacon Hill,south,47.52601,-122.28235,Private room,90,1,46,6/20/2023,1.54,1,134,22,
49054458,Townhouse in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 private bath,20339860,Yumi,West Seattle,North Admiral,west,47.58184,-122.40171,Private room,119,1,90,6/14/2023,3.5,2,82,40,STR-OPLI-21-000317
6.34E+17,Guest suite in Seattle · ★4.98 · 1 bedroom · 2 beds · 1 bath,15672916,Robin & Dani,Lake City,Matthews Beach,north,47.71546,-122.28425,Entire home/apt,121,2,53,6/20/2023,4.32,1,2,52,STR-OPLI-22-000780
7.28E+17,Home in Seattle · ★New · 3 bedrooms · 3 beds · 1 bath,481718426,Haymanot,Northgate,Haller Lake,north,47.73344002,-122.3368641,Entire home/apt,250,3,0,,,1,358,0,STR-OPLI-23-000730
46037073,Bungalow in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,65832379,Juliet,Northgate,Haller Lake,north,47.71895,-122.32706,Private room,79,1,43,5/21/2023,1.34,8,83,10,
7.47E+17,Home in Seattle · ★4.95 · 1 bedroom · 2 beds · 1 bath,138069015,Caitlin,Delridge,Highland Park,west,47.5231,-122.35076,Entire home/apt,185,1,39,6/22/2023,6.13,1,333,39,STR-OPLI-22-001875
18325583,Guesthouse in Seattle · ★4.94 · 3 bedrooms · 3 beds · 2 baths,107834755,Silvana,Lake City,Matthews Beach,north,47.70163,-122.27363,Entire home/apt,235,3,96,6/21/2023,1.38,1,296,27,STR-OPLI-19-001262
25585275,Guest suite in Seattle · ★4.94 · Studio · 1 bed · 1 bath,16870907,Melissa,Other neighborhoods,Greenwood,north,47.68513,-122.34724,Entire home/apt,123,3,127,6/8/2023,2.08,1,209,15,STR-OPLI-20-001033
4757025,Home in Seattle · ★4.95 · 2 bedrooms · 2 beds · 1 bath,8993600,Ella,Central Area,Harrison/Denny-Blaine,central,47.62332,-122.29081,Entire home/apt,110,30,245,5/1/2023,2.41,1,79,1,
7995944,Guest suite in Seattle · ★4.75 · 1 bedroom · 2 beds · 1 bath,20435133,Matt,Northgate,Maple Leaf,north,47.69889,-122.31688,Entire home/apt,60,5,401,6/9/2023,4.21,2,217,3,STR-OPLI-19-002546
6.41E+17,Townhouse in Seattle · ★4.88 · 1 bedroom · 1 bed · 1 private bath,280978508,Richard,Northgate,North College Park,north,47.69451,-122.34444,Private room,98,1,59,6/18/2023,4.71,1,76,55,
2150760,Guesthouse in Seattle · ★4.77 · Studio · 1 bed · 1 bath,10977007,Michelle,Seward Park,Seward Park,south,47.55264,-122.27113,Entire home/apt,148,2,202,6/5/2023,1.79,1,82,11,STR-OPLI-20-001164
7871885,Home in Seattle · ★4.94 · Studio · 1 bed · 1 bath,41487915,Eric,Capitol Hill,Stevens,central,47.62878,-122.30362,Entire home/apt,150,3,212,6/18/2023,2.22,1,106,35,STR-OPLI-19-000699
19738365,Home in Seattle · ★4.29 · 1 bedroom · 1 bed · 3 shared baths,111066204,Erlinda,Northgate,North College Park,north,47.69479,-122.33321,Private room,31,30,7,1/8/2022,0.13,7,297,0,
6.41E+17,Guest suite in Seattle · ★4.91 · 1 bedroom · 2 beds · 1 bath,72153017,Kyle,Other neighborhoods,Windermere,north,47.67345957,-122.2656263,Entire home/apt,135,2,35,6/11/2023,8.2,1,57,35,STR-OPLI-22-001090
39475710,Guest suite in Seattle · ★4.82 · 3 bedrooms · 5 beds · 2 baths,13034648,Justin,Magnolia,Briarcliff,central,47.63334,-122.40035,Entire home/apt,333,1,77,6/6/2023,1.75,1,35,15,STR-OPLI-20-000876
45850291,Guest suite in Seattle · ★4.97 · 2 bedrooms · 2 beds · 1 bath,63944937,Jane,Rainier Valley,Rainier View,south,47.50433,-122.26227,Entire home/apt,123,1,76,6/23/2023,2.49,1,83,23,STR-OPLI-21-000526
52634555,Home in Seattle · ★4.56 · 4 bedrooms · 6 beds · 2.5 baths,229088971,Eza,Lake City,Cedar Park,north,47.71858,-122.28387,Entire home/apt,250,2,9,12/28/2022,0.53,2,136,8,STR-OPLI-19-002610
52955850,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,123468144,Wish,Rainier Valley,Rainier Beach,south,47.513054,-122.270569,Private room,50,1,25,12/20/2022,1.45,17,114,16,
8.99E+17,Home in Seattle · ★New · 3 bedrooms · 3 beds · 1 bath,1498212,Shawn,Capitol Hill,Stevens,central,47.6238309,-122.3019478,Entire home/apt,241,2,1,6/18/2023,1,1,341,1,STR-OPLI-23-000701
7.26E+17,Home in Seattle · ★5.0 · 2 bedrooms · 4 beds · 1 bath,353157781,Lane,Other neighborhoods,Crown Hill,north,47.69695,-122.36825,Entire home/apt,166,2,31,6/18/2023,3.81,3,212,31,STR-OPLI-22-001376
34235091,Rental unit in Seattle · ★4.94 · Studio · 1 bed · 1 bath,242417904,Amy,Rainier Valley,Dunlap,south,47.52667,-122.2644,Entire home/apt,90,1,329,6/4/2023,6.55,1,278,83,STR-OPLI-19-003334
18777600,Rental unit in Seattle · ★4.91 · Studio · 1 bed · 1 bath,130677755,Tophe,Other neighborhoods,Windermere,north,47.67403,-122.26353,Entire home/apt,145,1,271,6/18/2023,3.66,1,54,50,STR-OPLI-19-000193
22332853,Guesthouse in Seattle · ★4.87 · 1 bedroom · 1 bed · 1 bath,362814236,Dickie,Northgate,North College Park,north,47.69398,-122.33836,Entire home/apt,92,1,281,6/9/2023,4.26,2,108,65,STR-OPLI-19-000281
9233533,Guest suite in Seattle · ★4.90 · 1 bedroom · 1 bed · 1 bath,469819,Tina,Lake City,Olympic Hills,north,47.72171,-122.30767,Entire home/apt,150,30,62,4/11/2023,0.67,1,308,3,
7.27E+17,Rental unit in Seattle · ★4.63 · 1 bedroom · 1 bed · 1 bath,207773925,Lisa,Northgate,Haller Lake,north,47.71633,-122.34085,Entire home/apt,95,2,16,6/9/2023,1.9,6,152,16,STR-OPLI-20-000703
52188595,Home in Seattle · 6 bedrooms · 7 beds · 4 baths,407735842,Jian,Lake City,Olympic Hills,north,47.72579,-122.30424,Entire home/apt,318,30,1,12/10/2021,0.05,8,315,0,
51717921,Townhouse in Seattle · ★4.67 · 1 bedroom · 1 bed · 1 private bath,55301644,Manjusha,Northgate,Haller Lake,north,47.70739,-122.34067,Private room,45,13,3,6/18/2023,0.16,1,183,2,
7.07E+17,Home in Seattle · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,6137030,Stephen,Other neighborhoods,Phinney Ridge,north,47.6761,-122.35774,Private room,150,1,21,6/19/2023,2.22,5,87,21,
6.73E+17,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,87628993,Kunaal,Northgate,Haller Lake,north,47.72274,-122.33508,Private room,100,30,1,2/19/2023,0.24,18,175,1,
24968615,Guest suite in Seattle · ★4.29 · 2 bedrooms · 2 beds · 1 bath,4942505,Tatiana,West Seattle,Alki,west,47.57528,-122.40743,Entire home/apt,231,2,17,8/28/2022,0.28,5,166,1,str-opli-22-000318
8.04E+17,Home in Seattle · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,477279461,Jen,Other neighborhoods,Phinney Ridge,north,47.66507201,-122.3479697,Private room,52,2,13,6/8/2023,2.48,22,3,13,
41601121,Home in Seattle · 1 bedroom · 2 beds · 1 private bath,73484597,Lee,Rainier Valley,Brighton,south,47.54065,-122.28214,Private room,155,1,1,2/2/2020,0.02,15,0,0,
30131884,Guest suite in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,56120416,Colleen,Other neighborhoods,Laurelhurst,north,47.65954,-122.27562,Entire home/apt,121,2,90,4/15/2023,1.93,1,30,23,STR-OPLI-19-003454
7.67E+17,Home in Seattle · 2 bedrooms · 2 beds · 1 shared bath,488880114,Hossam,Northgate,Haller Lake,north,47.73346,-122.33346,Private room,75,30,0,,,2,89,0,
7.54E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Other neighborhoods,Green Lake,north,47.68755,-122.33613,Private room,79,10,1,4/8/2023,0.38,56,296,1,
6.31E+17,Townhouse in Seattle · 1 bedroom · 1 bed · 1 shared bath,222890188,Mona,Other neighborhoods,South Park,south,47.526302,-122.318642,Private room,45,31,0,,,2,174,0,
7823973,Rental unit in Seattle · ★4.96 · 1 bedroom · 1 bed · 1 bath,41193990,Julia,Capitol Hill,Stevens,central,47.62258,-122.30197,Entire home/apt,87,30,46,3/18/2023,0.49,1,291,3,
21382950,Rental unit in Seattle · ★4.87 · 2 bedrooms · 3 beds · 1 bath,154874517,Margaret,Capitol Hill,Montlake,central,47.63817,-122.30454,Entire home/apt,145,30,55,11/11/2022,0.8,1,75,2,STR-OPLI-19-000798
8.20E+17,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,29901672,Parteek,Lake City,Meadowbrook,north,47.71553265,-122.2927681,Private room,98,2,4,6/18/2023,4,1,79,4,
33246518,Rental unit in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1 bath,13774169,Peach,Seward Park,Seward Park,south,47.55641,-122.26317,Entire home/apt,196,3,31,2/20/2023,0.74,1,45,13,STR-OPLI-19-001673
5.99E+17,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,87628993,Kunaal,Northgate,Haller Lake,north,47.721786,-122.335869,Private room,105,30,1,8/31/2022,0.1,18,308,1,
37657464,Guest suite in Seattle · ★5.0 · Studio · 1 bed · 1 bath,80110815,Rebecca,Magnolia,Lawton Park,central,47.65221,-122.40222,Entire home/apt,60,60,11,3/2/2020,0.24,1,69,0,STR-OPLI-19-002809
8.57E+17,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,82581093,Emily,Ballard,Loyal Heights,north,47.68643061,-122.3794915,Entire home/apt,120,2,4,6/21/2023,2.86,1,104,4,STR-OPLI-23-000406
46037518,Bungalow in Seattle · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,65832379,Juliet,Northgate,Haller Lake,north,47.72032,-122.32942,Private room,80,1,55,6/7/2023,2.07,8,77,17,
29314161,Guest suite in Seattle · ★4.90 · 2 bedrooms · 2 beds · 1 bath,31720881,Al,Ballard,Sunset Hill,north,47.67112,-122.40345,Entire home/apt,146,2,204,6/18/2023,6.32,1,25,71,STR-OPLI-20-001096
9170870,Home in Seattle · ★4.81 · 1 bedroom · 2 beds · 1 bath,5269812,Rachel,Seward Park,Seward Park,south,47.56532,-122.2734,Entire home/apt,106,2,91,3/12/2023,0.99,2,17,1,STR-OPLI-19-002694
18121270,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,2013576,Lee,Other neighborhoods,Georgetown,south,47.54584,-122.32021,Entire home/apt,191,2,417,6/12/2023,5.53,5,337,105,STR-OPLI-19-002144
8.24E+17,Home in Seattle · ★New · 2 bedrooms · 3 beds · 1 bath,132973768,Grace,West Seattle,Alki,west,47.57972746,-122.4077599,Entire home/apt,255,2,2,6/13/2023,2,2,152,2,STR-OPLI-23-000484
19771279,Home in Seattle · 1 bedroom · 1 bed · 3 shared baths,111066204,Erlinda,Northgate,North College Park,north,47.6927,-122.33497,Private room,26,30,1,8/6/2018,0.02,7,41,0,
31545482,Home in Seattle · ★4.94 · 2 bedrooms · 2 beds · 1 bath,236442276,Kelley,Other neighborhoods,Greenwood,north,47.69565,-122.34472,Entire home/apt,136,3,287,6/18/2023,5.48,1,72,74,STR-OPLI-19-000677
5.79E+17,Home in Seattle · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,92742089,Crystal,Rainier Valley,Mount Baker,south,47.56551,-122.28677,Private room,84,3,32,6/17/2023,2.12,11,37,23,
22453792,Guest suite in Seattle · ★4.87 · 1 bedroom · 1 bed · 1 bath,362814236,Dickie,Northgate,North College Park,north,47.69354,-122.33807,Entire home/apt,76,1,433,6/9/2023,6.74,2,98,94,STR-OPLI-19-000281
49615518,Rental unit in Shoreline · ★4.76 · 2 bedrooms · 3 beds · 1 bath,400489936,Allen Lu,Lake City,Olympic Hills,north,47.73362,-122.29446,Entire home/apt,127,1,92,6/11/2023,3.56,6,160,48,
7.35E+17,Condo in Seattle · ★4.88 · 2 bedrooms · 2 beds · 1 bath,69418856,Sarah,Queen Anne,West Queen Anne,central,47.63186501,-122.3718484,Entire home/apt,241,1,16,6/4/2023,3.61,3,41,16,STR-OPLI-22-001577
53152040,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 shared bath,27542521,Carolina,Other neighborhoods,Greenwood,north,47.69234,-122.34741,Private room,95,3,4,7/31/2022,0.34,1,156,4,
46361697,Guest suite in Seattle · ★4.97 · 1 bedroom · 2 beds · 1 bath,2103168,Tyson,Beacon Hill,South Beacon Hill,south,47.53061,-122.28343,Entire home/apt,92,2,58,6/18/2023,1.87,1,8,20,STR-OPLI-20-001127
6.06E+17,Guest suite in Seattle · ★3.90 · 1 bedroom · 1 bed · 1 bath,230287218,Dorothy,Rainier Valley,Rainier Beach,south,47.51142,-122.26149,Entire home/apt,104,2,20,6/8/2023,1.45,10,81,14,STR-OPLI-19-002141
17575412,Rental unit in Seattle · ★4.99 · 1 bedroom · 1 bed · 1 bath,17834927,Jeffrey,Other neighborhoods,Greenwood,north,47.69559,-122.35897,Entire home/apt,175,1,638,6/22/2023,8.87,2,270,123,STR-OPLI-19-000037
52556799,Guest suite in Seattle · ★4.72 · 1 bedroom · 1 bed · 1 bath,10903708,Jesse And Dot,Other neighborhoods,Bitter Lake,north,47.7052,-122.345482,Entire home/apt,80,3,95,6/18/2023,4.62,2,46,33,STR-OPLI-21-000900
38605259,Rental unit in Seattle · ★4.82 · 2 bedrooms · 2 beds · 1 bath,19403115,Vince,Other neighborhoods,Phinney Ridge,north,47.67276,-122.34663,Entire home/apt,145,1,274,6/19/2023,6.01,25,321,71,STR-OPLI-19-002644
24755524,Rental unit in Seattle · ★4.99 · 2 bedrooms · 3 beds · 1.5 baths,31671769,Signy,Queen Anne,West Queen Anne,central,47.63059,-122.36785,Entire home/apt,193,2,132,6/19/2023,2.22,1,266,23,STR-OPLI-19-001147
7.54E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Other neighborhoods,Green Lake,north,47.68572,-122.33474,Private room,62,10,1,1/21/2023,0.19,56,313,1,
12929985,Rental unit in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,13345485,Tim,Other neighborhoods,Phinney Ridge,north,47.68212,-122.36104,Entire home/apt,133,1,756,6/18/2023,8.72,1,226,98,STR-OPLI-19-001674
8.44E+17,Home in Seattle · ★3.80 · 1 bedroom · 1 bed · 3 shared baths,483216821,Sudip,Rainier Valley,Rainier Beach,south,47.51025506,-122.2566089,Private room,62,1,5,5/6/2023,1.74,4,354,5,
50577608,Home in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,66647347,Rebecca,Other neighborhoods,North Beach/Blue Ridge,north,47.69328,-122.39,Entire home/apt,258,2,26,6/18/2023,1.18,1,11,13,STR-OPLI-21-000731
21935634,Home in Seattle · ★4.76 · 1 bedroom · 1 bed · 1 private bath,824019,Linda,Rainier Valley,Columbia City,south,47.57248,-122.29852,Private room,94,3,201,6/11/2023,3.06,2,140,30,
6.11E+17,Townhouse in Seattle · ★4.96 · 2 bedrooms · 3 beds · 2 baths,158715708,Valta,Central Area,Mann,central,47.61488,-122.30059,Entire home/apt,203,1,46,6/8/2023,3.47,8,30,42,STR-OPLI-21-001397
48982170,Rental unit in Seattle · ★4.82 · 2 bedrooms · 3 beds · 1 bath,97862069,Krystof,Other neighborhoods,Bitter Lake,north,47.71678,-122.35052,Entire home/apt,124,5,17,11/27/2022,0.64,1,303,7,STR-OPLI-21-000366
564220,Bungalow in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2774354,Kristin,Rainier Valley,Mount Baker,south,47.57783,-122.29251,Private room,64,2,241,6/12/2023,1.82,2,2,45,
7.06E+17,Townhouse in Seattle · ★5.0 · 2 bedrooms · 7 beds · 2 baths,8009691,Seattle,West Seattle,Alki,west,47.57787,-122.41014,Entire home/apt,240,1,4,5/28/2023,0.99,9,32,4,STR-OPLI-22-001146
46219158,Home in Seattle · ★4.67 · 1 bedroom · 1 bed · 3 shared baths,3143442,Eric,Beacon Hill,Mid-Beacon Hill,south,47.55689,-122.29393,Private room,51,7,18,4/15/2023,0.62,6,246,3,
28784434,Home in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,109169927,Charlie,West Seattle,Arbor Heights,west,47.51644,-122.37309,Entire home/apt,136,3,87,6/17/2023,1.74,1,158,24,STR-OPLI-20-000731
2578855,Rental unit in Seattle · ★4.93 · 1 bedroom · 2 beds · 1 bath,5507715,Stephanie,Other neighborhoods,Greenwood,north,47.68469,-122.35214,Entire home/apt,98,3,388,6/21/2023,3.46,1,203,29,STR-OPLI-19-000012
